time,cpu,memory,incident
14:49.6,21.7,88.6,CRITICAL
14:49.7,21.7,88.6,CRITICAL
14:54.6,17.8,88.7,CRITICAL
14:54.7,17.8,88.7,CRITICAL
14:59.6,16.7,88.7,CRITICAL
14:59.7,16.7,88.7,CRITICAL
15:04.7,21.3,88.7,CRITICAL
15:04.7,21.3,88.7,CRITICAL
15:09.6,13.1,88.7,CRITICAL
15:09.7,13.1,88.7,CRITICAL
15:14.6,13.0,88.7,CRITICAL
15:14.6,13.0,88.7,CRITICAL
15:19.6,10.2,88.8,CRITICAL
15:19.6,10.2,88.8,CRITICAL
15:24.6,9.0,89.1,CRITICAL
15:24.7,9.0,89.1,CRITICAL
15:29.6,12.3,84.4,WARNING
15:29.6,12.3,84.4,WARNING
15:34.6,11.7,84.7,WARNING
15:34.6,11.7,84.7,WARNING
15:39.6,10.6,84.8,WARNING
15:39.6,10.6,84.8,WARNING
15:44.6,11.7,84.5,WARNING
15:44.6,11.7,84.5,WARNING
15:49.6,8.3,83.0,WARNING
15:49.6,8.3,83.0,WARNING
15:54.6,5.8,82.9,WARNING
15:54.6,5.8,82.9,WARNING
15:59.6,7.5,83.0,WARNING
15:59.6,7.5,83.0,WARNING
16:04.6,10.0,82.9,WARNING
16:04.7,10.0,82.9,WARNING
16:09.6,9.3,82.8,WARNING
16:09.6,9.3,82.8,WARNING
16:14.6,15.8,82.8,WARNING
16:14.7,15.8,82.8,WARNING
16:19.6,13.2,82.8,WARNING
16:19.6,13.2,82.8,WARNING
16:24.6,15.0,82.8,WARNING
16:24.6,15.0,82.8,WARNING
16:29.6,8.1,82.9,WARNING
16:29.6,8.1,82.9,WARNING
16:34.6,12.7,82.9,WARNING
16:34.6,12.7,82.9,WARNING
16:39.6,12.7,83.3,WARNING
16:39.6,12.7,83.3,WARNING
16:44.6,11.6,83.2,WARNING
16:44.6,11.6,83.2,WARNING
16:49.6,29.4,84.3,WARNING
16:49.6,29.4,84.3,WARNING
16:54.6,4.0,84.6,WARNING
16:54.6,4.0,84.6,WARNING
16:59.6,12.8,84.5,WARNING
16:59.6,12.8,84.5,WARNING
17:04.6,10.0,84.3,WARNING
17:04.6,10.0,84.3,WARNING
17:09.6,10.8,84.2,WARNING
17:09.6,10.8,84.2,WARNING
17:14.6,16.0,84.6,WARNING
17:14.6,16.0,84.6,WARNING
17:19.6,10.1,84.7,WARNING
17:19.6,10.1,84.7,WARNING
17:24.6,24.4,84.3,WARNING
17:24.7,24.4,84.3,WARNING
17:29.6,24.1,84.3,WARNING
17:29.6,24.1,84.3,WARNING
17:34.6,13.2,84.1,WARNING
17:34.6,13.2,84.1,WARNING
17:39.6,15.5,84.0,WARNING
17:39.6,15.5,84.0,WARNING
17:44.6,17.2,83.9,WARNING
17:44.6,17.2,83.9,WARNING
17:49.6,10.3,84.0,WARNING
17:49.6,10.3,84.0,WARNING
17:54.6,4.6,84.0,WARNING
17:54.6,4.6,84.0,WARNING
17:59.6,11.3,83.9,WARNING
17:59.6,11.3,83.9,WARNING
18:04.6,13.1,84.1,WARNING
18:04.6,13.1,84.1,WARNING
18:09.6,16.0,84.6,WARNING
18:09.6,16.0,84.6,WARNING
18:14.6,17.1,84.7,WARNING
18:14.6,17.1,84.7,WARNING
18:19.6,11.3,84.7,WARNING
18:19.6,11.3,84.7,WARNING
18:24.6,13.8,85.0,WARNING
18:24.6,13.8,85.0,WARNING
18:29.6,11.9,85.4,CRITICAL
18:29.6,11.9,85.4,CRITICAL
18:34.6,11.7,86.1,CRITICAL
18:34.6,11.7,86.1,CRITICAL
18:39.6,8.3,86.1,CRITICAL
18:39.6,8.3,86.1,CRITICAL
18:44.6,19.7,84.2,WARNING
18:44.6,19.7,84.2,WARNING
18:49.6,11.4,84.0,WARNING
18:49.6,11.4,84.0,WARNING
18:54.6,11.8,83.8,WARNING
18:54.6,11.8,83.8,WARNING
18:59.6,15.4,84.0,WARNING
18:59.6,15.4,84.0,WARNING
19:04.6,10.9,83.9,WARNING
19:04.6,10.9,83.9,WARNING
19:09.6,5.9,83.8,WARNING
19:09.6,5.9,83.8,WARNING
19:14.6,8.9,83.8,WARNING
19:14.6,8.9,83.8,WARNING
19:19.6,6.9,83.8,WARNING
19:19.6,6.9,83.8,WARNING
19:24.6,13.9,83.8,WARNING
19:24.6,13.9,83.8,WARNING
19:29.6,14.0,84.4,WARNING
19:29.6,14.0,84.4,WARNING
19:34.6,9.0,84.2,WARNING
19:34.6,9.0,84.2,WARNING
19:39.6,7.9,84.2,WARNING
19:39.6,7.9,84.2,WARNING
19:44.6,5.1,84.1,WARNING
19:44.6,5.1,84.1,WARNING
19:49.6,12.0,84.2,WARNING
19:49.7,12.0,84.2,WARNING
19:54.6,13.1,84.1,WARNING
19:54.6,13.1,84.1,WARNING
19:59.6,9.5,84.1,WARNING
19:59.6,9.5,84.1,WARNING
20:04.6,5.5,83.5,WARNING
20:04.6,5.5,83.5,WARNING
20:09.6,12.6,83.6,WARNING
20:09.6,12.6,83.6,WARNING
20:14.6,37.8,84.2,WARNING
20:14.6,37.8,84.2,WARNING
20:19.6,14.3,84.2,WARNING
20:19.6,14.3,84.2,WARNING
20:24.6,16.5,83.6,WARNING
20:24.6,16.5,83.6,WARNING
20:29.6,8.0,83.6,WARNING
20:29.6,8.0,83.6,WARNING
20:34.6,10.4,83.6,WARNING
20:34.6,10.4,83.6,WARNING
20:39.6,14.3,83.5,WARNING
20:39.6,14.3,83.5,WARNING
20:44.6,9.1,83.4,WARNING
20:44.6,9.1,83.4,WARNING
20:49.6,11.2,83.4,WARNING
20:49.6,11.2,83.4,WARNING
20:54.6,13.2,83.4,WARNING
20:54.6,13.2,83.4,WARNING
20:59.6,8.6,83.4,WARNING
20:59.6,8.6,83.4,WARNING
21:04.6,13.2,83.4,WARNING
21:04.6,13.2,83.4,WARNING
21:09.6,12.2,83.2,WARNING
21:09.6,12.2,83.2,WARNING
21:14.6,7.6,83.2,WARNING
21:14.6,7.6,83.2,WARNING
21:19.6,10.3,83.2,WARNING
21:19.6,10.3,83.2,WARNING
21:24.6,4.9,83.2,WARNING
21:24.6,4.9,83.2,WARNING
21:29.6,12.4,83.3,WARNING
21:29.6,12.4,83.3,WARNING
21:34.6,14.1,83.4,WARNING
21:34.6,14.1,83.4,WARNING
21:39.6,14.2,83.2,WARNING
21:39.6,14.2,83.2,WARNING
21:44.6,18.0,83.2,WARNING
21:44.6,18.0,83.2,WARNING
21:49.6,13.3,83.2,WARNING
21:49.6,13.3,83.2,WARNING
21:54.6,7.2,83.2,WARNING
21:54.6,7.2,83.2,WARNING
21:59.6,12.4,83.2,WARNING
21:59.6,12.4,83.2,WARNING
22:04.6,7.2,83.2,WARNING
22:04.6,7.2,83.2,WARNING
22:09.6,6.5,83.2,WARNING
22:09.6,6.5,83.2,WARNING
22:14.6,18.4,83.2,WARNING
22:14.6,18.4,83.2,WARNING
22:19.6,18.9,82.3,WARNING
22:19.6,18.9,82.3,WARNING
22:24.6,18.2,81.2,WARNING
22:24.6,18.2,81.2,WARNING
22:29.6,7.3,81.3,WARNING
22:29.6,7.3,81.3,WARNING
24:04.6,6.7,76.7,WARNING
24:04.8,6.7,76.7,WARNING
24:09.6,12.3,76.7,WARNING
24:10.8,12.3,76.7,WARNING
24:14.6,15.2,76.6,WARNING
24:14.9,15.2,76.6,WARNING
24:19.3,13.7,76.7,WARNING
24:19.5,13.7,76.7,WARNING
24:19.6,10.7,76.8,WARNING
24:19.9,10.7,76.8,WARNING
24:24.6,16.1,76.7,WARNING
24:24.8,16.1,76.7,WARNING
24:29.6,12.0,76.5,WARNING
24:29.8,12.0,76.5,WARNING
24:34.6,11.6,76.7,WARNING
24:34.9,11.6,76.7,WARNING
24:39.6,10.1,76.6,WARNING
24:39.9,10.1,76.6,WARNING
24:44.6,6.4,76.4,WARNING
24:44.9,6.4,76.4,WARNING
24:49.6,12.9,76.2,WARNING
24:49.9,12.9,76.2,WARNING
24:54.6,16.4,76.3,WARNING
24:54.8,16.4,76.3,WARNING
24:59.6,22.6,76.3,WARNING
24:59.9,22.6,76.3,WARNING
25:04.6,24.7,76.7,WARNING
25:04.9,24.7,76.7,WARNING
25:09.6,12.4,76.9,WARNING
25:09.8,12.4,76.9,WARNING
25:14.6,8.8,76.3,WARNING
25:14.8,8.8,76.3,WARNING
25:19.6,10.8,76.1,WARNING
25:19.9,10.8,76.1,WARNING
25:24.6,19.0,75.9,WARNING
25:24.8,19.0,75.9,WARNING
25:29.6,23.1,77.0,WARNING
25:29.8,23.1,77.0,WARNING
25:34.6,27.6,77.4,WARNING
25:34.9,27.6,77.4,WARNING
25:39.6,19.9,77.2,WARNING
25:39.8,19.9,77.2,WARNING
25:44.6,18.3,77.4,WARNING
25:44.8,18.3,77.4,WARNING
25:49.6,18.5,77.8,WARNING
25:49.8,18.5,77.8,WARNING
25:54.6,36.9,78.3,WARNING
25:54.8,36.9,78.3,WARNING
25:59.6,26.0,77.9,WARNING
25:59.8,26.0,77.9,WARNING
26:04.6,25.4,78.3,WARNING
26:04.8,25.4,78.3,WARNING
26:09.6,26.4,78.5,WARNING
26:09.8,26.4,78.5,WARNING
26:14.6,14.4,78.8,WARNING
26:14.8,14.4,78.8,WARNING
26:19.6,5.5,78.8,WARNING
26:19.9,5.5,78.8,WARNING
26:24.6,26.2,78.1,WARNING
26:24.8,26.2,78.1,WARNING
26:29.6,17.4,77.4,WARNING
26:29.8,17.4,77.4,WARNING
26:34.6,11.9,77.5,WARNING
26:34.8,11.9,77.5,WARNING
26:39.6,7.3,77.5,WARNING
26:39.8,7.3,77.5,WARNING
26:44.6,10.1,77.5,WARNING
26:44.8,10.1,77.5,WARNING
26:49.6,6.1,77.4,WARNING
26:49.9,6.1,77.4,WARNING
26:54.6,10.8,77.4,WARNING
26:54.8,10.8,77.4,WARNING
26:59.6,13.4,77.0,WARNING
26:59.8,13.4,77.0,WARNING
27:04.6,6.1,76.9,WARNING
27:04.8,6.1,76.9,WARNING
27:09.6,15.3,76.9,WARNING
27:09.9,15.3,76.9,WARNING
27:14.6,15.6,76.9,WARNING
27:14.8,15.6,76.9,WARNING
27:19.6,8.5,76.8,WARNING
27:19.8,8.5,76.8,WARNING
27:24.6,13.5,76.9,WARNING
27:24.8,13.5,76.9,WARNING
27:29.6,11.7,77.3,WARNING
27:29.8,11.7,77.3,WARNING
27:34.6,9.1,77.4,WARNING
27:34.8,9.1,77.4,WARNING
27:39.6,5.0,77.4,WARNING
27:39.9,5.0,77.4,WARNING
27:44.6,4.0,77.4,WARNING
27:44.9,4.0,77.4,WARNING
27:49.6,12.3,77.5,WARNING
27:49.8,12.3,77.5,WARNING
27:54.6,9.7,77.5,WARNING
27:54.9,9.7,77.5,WARNING
27:59.6,8.5,77.5,WARNING
27:59.8,8.5,77.5,WARNING
28:04.6,11.9,77.5,WARNING
28:04.8,11.9,77.5,WARNING
28:09.5,8.6,77.5,WARNING
28:09.8,8.6,77.5,WARNING
28:14.6,8.2,77.5,WARNING
28:14.8,8.2,77.5,WARNING
28:19.5,11.3,77.5,WARNING
28:19.8,11.3,77.5,WARNING
28:24.6,23.4,77.9,WARNING
28:24.8,23.4,77.9,WARNING
28:29.5,8.0,78.1,WARNING
28:29.8,8.0,78.1,WARNING
28:34.5,8.8,78.1,WARNING
28:34.8,8.8,78.1,WARNING
28:39.6,13.0,78.0,WARNING
28:39.9,13.0,78.0,WARNING
28:44.6,60.3,81.3,WARNING
28:44.9,60.3,81.3,WARNING
28:49.5,55.8,87.3,CRITICAL
28:49.9,55.8,87.3,CRITICAL
28:56.8,27.6,90.0,CRITICAL
28:57.2,27.6,90.0,CRITICAL
28:59.6,12.6,89.9,CRITICAL
28:59.8,12.6,89.9,CRITICAL
29:04.6,12.7,89.7,CRITICAL
29:04.9,12.7,89.7,CRITICAL
29:09.6,6.3,89.3,CRITICAL
29:09.8,6.3,89.3,CRITICAL
29:14.6,23.2,88.1,CRITICAL
29:14.8,23.2,88.1,CRITICAL
29:19.5,32.1,88.4,CRITICAL
29:19.8,32.1,88.4,CRITICAL
29:24.5,17.8,88.1,CRITICAL
29:24.9,17.8,88.1,CRITICAL
29:29.5,20.5,87.9,CRITICAL
29:29.8,20.5,87.9,CRITICAL
29:34.5,10.5,87.9,CRITICAL
29:34.8,10.5,87.9,CRITICAL
29:39.6,24.8,88.0,CRITICAL
29:44.6,16.6,88.4,CRITICAL
29:44.8,16.6,88.4,CRITICAL
29:50.8,20.7,89.3,CRITICAL
29:51.1,20.7,89.3,CRITICAL
29:54.6,40.0,88.7,CRITICAL
29:54.9,40.0,88.7,CRITICAL
30:09.5,22.6,88.5,CRITICAL
30:09.7,22.6,88.5,CRITICAL
30:14.5,39.9,89.0,CRITICAL
30:14.7,39.9,89.0,CRITICAL
30:19.5,31.1,87.7,CRITICAL
30:19.8,31.1,87.7,CRITICAL
30:24.5,27.7,87.5,CRITICAL
30:24.8,27.7,87.5,CRITICAL
30:25.8,33.4,87.6,CRITICAL
30:26.1,33.4,87.6,CRITICAL
30:29.5,26.8,87.6,CRITICAL
30:29.6,25.5,87.6,CRITICAL
30:29.9,26.8,87.6,CRITICAL
30:30.0,25.5,87.6,CRITICAL
30:34.2,18.0,87.4,CRITICAL
30:34.5,18.0,87.4,CRITICAL
30:34.5,20.8,87.4,CRITICAL
30:34.8,20.8,87.4,CRITICAL
30:38.1,15.6,87.8,CRITICAL
30:38.3,15.6,87.8,CRITICAL
30:39.5,18.2,87.8,CRITICAL
30:39.8,18.2,87.8,CRITICAL
30:41.4,22.0,87.8,CRITICAL
30:41.7,22.0,87.8,CRITICAL
30:44.5,19.1,87.7,CRITICAL
30:44.8,19.1,87.7,CRITICAL
30:45.0,17.9,87.8,CRITICAL
30:45.3,17.9,87.8,CRITICAL
30:48.4,21.9,88.3,CRITICAL
30:48.7,21.9,88.3,CRITICAL
30:49.5,24.8,88.3,CRITICAL
30:49.8,24.8,88.3,CRITICAL
30:52.7,24.8,88.6,CRITICAL
30:53.0,24.8,88.6,CRITICAL
30:54.5,28.0,88.7,CRITICAL
30:54.8,28.0,88.7,CRITICAL
30:59.5,18.9,88.7,CRITICAL
30:59.8,18.9,88.7,CRITICAL
31:04.5,12.8,88.5,CRITICAL
31:04.9,12.8,88.5,CRITICAL
31:09.5,14.5,88.4,CRITICAL
31:09.8,14.5,88.4,CRITICAL
31:14.5,20.4,87.8,CRITICAL
31:14.8,20.4,87.8,CRITICAL
31:19.5,20.1,87.1,CRITICAL
31:19.9,20.1,87.1,CRITICAL
31:24.5,18.4,86.9,CRITICAL
31:24.8,18.4,86.9,CRITICAL
31:29.5,13.6,86.8,CRITICAL
31:29.8,13.6,86.8,CRITICAL
31:34.5,11.4,87.0,CRITICAL
31:34.9,11.4,87.0,CRITICAL
31:39.5,10.0,87.2,CRITICAL
31:39.8,10.0,87.2,CRITICAL
31:44.5,9.1,87.1,CRITICAL
31:44.8,9.1,87.1,CRITICAL
31:49.5,12.7,87.0,CRITICAL
31:49.9,12.7,87.0,CRITICAL
31:54.5,13.1,87.8,CRITICAL
31:54.8,13.1,87.8,CRITICAL
31:59.5,22.6,87.9,CRITICAL
31:59.8,22.6,87.9,CRITICAL
32:04.5,12.2,87.9,CRITICAL
32:04.8,12.2,87.9,CRITICAL
32:09.5,13.6,88.3,CRITICAL
32:09.8,13.6,88.3,CRITICAL
32:14.5,8.8,88.9,CRITICAL
32:14.8,8.8,88.9,CRITICAL
32:19.5,12.7,88.9,CRITICAL
32:19.8,12.7,88.9,CRITICAL
32:24.5,9.5,88.9,CRITICAL
32:24.8,9.5,88.9,CRITICAL
32:29.5,11.3,87.1,CRITICAL
32:29.8,11.3,87.1,CRITICAL
32:34.5,5.1,87.0,CRITICAL
32:34.8,5.1,87.0,CRITICAL
32:39.5,10.9,87.0,CRITICAL
32:39.8,10.9,87.0,CRITICAL
32:44.5,16.7,86.9,CRITICAL
32:44.8,16.7,86.9,CRITICAL
32:49.5,13.7,86.9,CRITICAL
32:49.8,13.7,86.9,CRITICAL
32:54.5,9.3,86.9,CRITICAL
32:54.8,9.3,86.9,CRITICAL
32:59.5,7.4,86.8,CRITICAL
32:59.8,7.4,86.8,CRITICAL
33:04.5,9.3,86.8,CRITICAL
33:04.9,9.3,86.8,CRITICAL
33:09.5,10.1,86.6,CRITICAL
33:09.8,10.1,86.6,CRITICAL
33:14.5,9.9,86.5,CRITICAL
33:14.8,9.9,86.5,CRITICAL
33:19.5,12.5,86.5,CRITICAL
33:19.8,12.5,86.5,CRITICAL
33:24.6,9.5,86.6,CRITICAL
33:24.9,9.5,86.6,CRITICAL
33:29.5,13.8,86.7,CRITICAL
33:29.8,13.8,86.7,CRITICAL
33:34.5,7.2,86.7,CRITICAL
33:34.8,7.2,86.7,CRITICAL
33:39.5,9.4,86.7,CRITICAL
33:39.7,9.4,86.7,CRITICAL
33:44.5,17.9,86.7,CRITICAL
33:44.8,17.9,86.7,CRITICAL
33:49.5,13.9,86.9,CRITICAL
33:49.8,13.9,86.9,CRITICAL
33:54.5,23.6,86.9,CRITICAL
33:54.7,23.6,86.9,CRITICAL
33:59.5,16.6,86.9,CRITICAL
33:59.8,16.6,86.9,CRITICAL
34:04.5,29.9,87.0,CRITICAL
34:04.8,29.9,87.0,CRITICAL
34:09.5,19.8,87.1,CRITICAL
34:09.8,19.8,87.1,CRITICAL
34:14.5,9.8,86.8,CRITICAL
34:14.9,9.8,86.8,CRITICAL
34:19.5,11.9,86.9,CRITICAL
34:19.8,11.9,86.9,CRITICAL
34:24.5,14.9,87.0,CRITICAL
34:24.8,14.9,87.0,CRITICAL
34:29.5,14.2,87.1,CRITICAL
34:29.8,14.2,87.1,CRITICAL
34:34.5,9.9,87.0,CRITICAL
34:34.8,9.9,87.0,CRITICAL
34:39.5,10.6,87.0,CRITICAL
34:39.8,10.6,87.0,CRITICAL
34:44.5,15.4,86.9,CRITICAL
34:44.8,15.4,86.9,CRITICAL
34:49.5,16.7,87.0,CRITICAL
34:49.8,16.7,87.0,CRITICAL
34:54.5,9.8,87.0,CRITICAL
34:54.8,9.8,87.0,CRITICAL
34:59.5,13.2,87.0,CRITICAL
34:59.8,13.2,87.0,CRITICAL
35:04.5,5.9,87.0,CRITICAL
35:04.9,5.9,87.0,CRITICAL
35:09.6,16.7,84.8,WARNING
35:09.8,16.7,84.8,WARNING
35:14.5,8.7,84.9,WARNING
35:14.8,8.7,84.9,WARNING
35:19.5,24.1,84.8,WARNING
35:19.8,24.1,84.8,WARNING
35:24.5,11.8,84.9,WARNING
35:24.8,11.8,84.9,WARNING
35:29.5,17.8,85.0,WARNING
35:29.8,17.8,85.0,WARNING
35:34.5,10.2,85.0,WARNING
35:34.8,10.2,85.0,WARNING
35:39.5,15.9,85.0,WARNING
35:39.8,15.9,85.0,WARNING
35:44.5,15.2,85.0,WARNING
35:44.7,15.2,85.0,WARNING
35:49.5,13.3,84.9,WARNING
35:49.8,13.3,84.9,WARNING
35:54.5,29.4,85.4,CRITICAL
35:54.8,29.4,85.4,CRITICAL
35:59.5,29.9,85.6,CRITICAL
35:59.8,29.9,85.6,CRITICAL
36:04.5,13.8,85.7,CRITICAL
36:04.8,13.8,85.7,CRITICAL
36:09.5,22.5,85.8,CRITICAL
36:09.8,22.5,85.8,CRITICAL
36:14.5,20.9,85.7,CRITICAL
36:14.8,20.9,85.7,CRITICAL
36:19.5,34.0,85.8,CRITICAL
36:19.8,34.0,85.8,CRITICAL
36:24.5,24.5,85.8,CRITICAL
36:24.8,24.5,85.8,CRITICAL
36:29.5,19.0,85.9,CRITICAL
36:29.8,19.0,85.9,CRITICAL
36:34.5,22.5,85.7,CRITICAL
36:34.8,22.5,85.7,CRITICAL
36:39.5,28.1,85.8,CRITICAL
36:39.8,28.1,85.8,CRITICAL
36:44.5,26.7,85.8,CRITICAL
36:44.8,26.7,85.8,CRITICAL
36:49.5,42.8,86.6,CRITICAL
36:49.9,42.8,86.6,CRITICAL
36:54.5,40.2,85.6,CRITICAL
36:54.8,40.2,85.6,CRITICAL
36:59.5,27.0,86.9,CRITICAL
36:59.8,27.0,86.9,CRITICAL
37:04.5,27.9,87.1,CRITICAL
37:04.8,27.9,87.1,CRITICAL
37:09.5,17.2,87.0,CRITICAL
37:09.8,17.2,87.0,CRITICAL
37:14.5,20.4,86.7,CRITICAL
37:14.8,20.4,86.7,CRITICAL
37:19.5,21.6,86.9,CRITICAL
37:19.8,21.6,86.9,CRITICAL
37:24.5,9.8,86.7,CRITICAL
37:24.8,9.8,86.7,CRITICAL
37:29.5,25.9,87.7,CRITICAL
37:29.7,25.9,87.7,CRITICAL
37:34.5,12.1,87.1,CRITICAL
37:34.8,12.1,87.1,CRITICAL
37:39.5,18.2,87.2,CRITICAL
37:39.8,18.2,87.2,CRITICAL
37:44.5,29.7,87.5,CRITICAL
37:44.8,29.7,87.5,CRITICAL
37:49.5,23.3,88.2,CRITICAL
37:49.8,23.3,88.2,CRITICAL
37:54.5,26.8,87.3,CRITICAL
37:54.9,26.8,87.3,CRITICAL
37:59.5,22.1,87.4,CRITICAL
37:59.8,22.1,87.4,CRITICAL
38:04.5,14.8,86.9,CRITICAL
38:04.8,14.8,86.9,CRITICAL
38:09.5,19.0,87.8,CRITICAL
38:09.8,19.0,87.8,CRITICAL
38:14.6,20.0,87.6,CRITICAL
38:14.8,20.0,87.6,CRITICAL
38:19.5,24.5,87.8,CRITICAL
38:19.8,24.5,87.8,CRITICAL
38:24.5,16.7,87.9,CRITICAL
38:24.8,16.7,87.9,CRITICAL
38:29.5,17.8,88.1,CRITICAL
38:29.8,17.8,88.1,CRITICAL
38:34.5,15.6,88.0,CRITICAL
38:34.8,15.6,88.0,CRITICAL
38:39.5,13.8,88.7,CRITICAL
38:39.8,13.8,88.7,CRITICAL
38:44.5,20.1,86.5,CRITICAL
38:44.8,20.1,86.5,CRITICAL
38:49.5,9.4,86.7,CRITICAL
38:49.8,9.4,86.7,CRITICAL
38:54.5,10.7,87.7,CRITICAL
38:54.8,10.7,87.7,CRITICAL
38:59.5,27.8,87.9,CRITICAL
38:59.8,27.8,87.9,CRITICAL
39:04.5,17.8,87.8,CRITICAL
39:04.7,17.8,87.8,CRITICAL
39:09.5,12.4,87.7,CRITICAL
39:09.8,12.4,87.7,CRITICAL
39:14.5,29.3,87.8,CRITICAL
39:14.8,29.3,87.8,CRITICAL
39:19.5,16.8,88.2,CRITICAL
39:19.8,16.8,88.2,CRITICAL
39:24.5,13.5,87.9,CRITICAL
39:24.8,13.5,87.9,CRITICAL
39:29.5,7.8,86.3,CRITICAL
39:29.8,7.8,86.3,CRITICAL
39:34.5,6.7,85.9,CRITICAL
39:34.8,6.7,85.9,CRITICAL
39:39.5,9.4,86.1,CRITICAL
39:39.8,9.4,86.1,CRITICAL
39:44.5,9.1,86.4,CRITICAL
39:44.8,9.1,86.4,CRITICAL
39:49.5,5.9,86.4,CRITICAL
39:49.7,5.9,86.4,CRITICAL
39:54.5,8.0,86.0,CRITICAL
39:54.8,8.0,86.0,CRITICAL
39:59.5,11.1,85.7,CRITICAL
39:59.8,11.1,85.7,CRITICAL
40:04.5,7.5,85.6,CRITICAL
40:04.8,7.5,85.6,CRITICAL
40:09.5,24.5,84.4,WARNING
40:09.7,24.5,84.4,WARNING
40:14.5,27.5,83.9,WARNING
40:14.8,27.5,83.9,WARNING
40:19.5,14.4,83.8,WARNING
40:19.8,14.4,83.8,WARNING
40:24.5,11.6,82.9,WARNING
40:24.7,11.6,82.9,WARNING
40:29.5,9.0,83.1,WARNING
40:29.8,9.0,83.1,WARNING
40:34.5,7.4,82.9,WARNING
40:34.8,7.4,82.9,WARNING
40:39.5,10.2,83.0,WARNING
40:39.8,10.2,83.0,WARNING
40:44.5,8.6,82.9,WARNING
40:44.8,8.6,82.9,WARNING
40:49.5,7.7,83.1,WARNING
40:49.8,7.7,83.1,WARNING
40:54.5,11.0,82.9,WARNING
40:54.7,11.0,82.9,WARNING
40:59.5,5.2,83.1,WARNING
40:59.8,5.2,83.1,WARNING
41:04.5,8.1,82.9,WARNING
41:04.8,8.1,82.9,WARNING
41:09.5,10.2,83.1,WARNING
41:09.8,10.2,83.1,WARNING
41:14.5,12.8,83.5,WARNING
41:14.8,12.8,83.5,WARNING
41:19.5,12.3,83.7,WARNING
41:19.7,12.3,83.7,WARNING
41:24.5,13.0,83.3,WARNING
41:24.8,13.0,83.3,WARNING
41:29.5,18.6,83.5,WARNING
41:29.8,18.6,83.5,WARNING
41:34.5,13.7,83.4,WARNING
41:34.7,13.7,83.4,WARNING
41:39.5,10.9,83.5,WARNING
41:39.8,10.9,83.5,WARNING
41:44.5,7.9,83.2,WARNING
41:44.8,7.9,83.2,WARNING
41:49.5,7.9,83.4,WARNING
41:49.7,7.9,83.4,WARNING
41:54.5,12.4,83.2,WARNING
41:54.8,12.4,83.2,WARNING
41:59.5,12.6,83.4,WARNING
41:59.8,12.6,83.4,WARNING
42:04.5,11.2,83.2,WARNING
42:04.8,11.2,83.2,WARNING
42:09.5,10.7,83.4,WARNING
42:09.7,10.7,83.4,WARNING
42:14.5,12.2,83.3,WARNING
42:14.8,12.2,83.3,WARNING
42:19.5,16.3,83.4,WARNING
42:19.7,16.3,83.4,WARNING
42:24.5,10.0,83.2,WARNING
42:24.7,10.0,83.2,WARNING
42:29.5,8.5,83.5,WARNING
42:29.8,8.5,83.5,WARNING
42:34.5,16.6,83.4,WARNING
42:34.7,16.6,83.4,WARNING
42:39.5,16.8,83.2,WARNING
42:39.7,16.8,83.2,WARNING
42:44.5,16.1,83.2,WARNING
42:44.8,16.1,83.2,WARNING
42:49.5,17.5,84.1,WARNING
42:49.8,17.5,84.1,WARNING
42:54.5,17.0,84.0,WARNING
42:54.8,17.0,84.0,WARNING
42:59.5,25.2,84.6,WARNING
42:59.8,25.2,84.6,WARNING
43:04.5,10.7,85.7,CRITICAL
43:04.8,10.7,85.7,CRITICAL
43:09.5,13.8,86.4,CRITICAL
43:09.7,13.8,86.4,CRITICAL
43:14.5,8.0,85.8,CRITICAL
43:14.8,8.0,85.8,CRITICAL
43:19.5,9.1,86.1,CRITICAL
43:19.9,9.1,86.1,CRITICAL
43:24.5,14.6,84.8,WARNING
43:24.7,14.6,84.8,WARNING
43:29.5,11.5,85.0,WARNING
43:29.7,11.5,85.0,WARNING
43:34.5,20.8,85.7,CRITICAL
43:34.7,20.8,85.7,CRITICAL
43:39.5,12.8,86.0,CRITICAL
43:39.8,12.8,86.0,CRITICAL
43:44.5,15.5,85.8,CRITICAL
43:44.7,15.5,85.8,CRITICAL
43:49.5,16.0,84.4,WARNING
43:49.8,16.0,84.4,WARNING
43:54.5,12.9,84.4,WARNING
43:54.8,12.9,84.4,WARNING
43:59.5,5.8,84.7,WARNING
43:59.8,5.8,84.7,WARNING
44:04.5,18.9,84.3,WARNING
44:04.7,18.9,84.3,WARNING
44:09.5,22.8,84.6,WARNING
44:09.8,22.8,84.6,WARNING
44:14.5,16.6,85.0,WARNING
44:14.7,16.6,85.0,WARNING
44:19.5,13.7,85.7,CRITICAL
44:19.7,13.7,85.7,CRITICAL
44:24.5,18.0,85.2,CRITICAL
44:24.8,18.0,85.2,CRITICAL
44:29.5,17.3,86.4,CRITICAL
44:29.8,17.3,86.4,CRITICAL
44:34.5,24.3,86.0,CRITICAL
44:34.7,24.3,86.0,CRITICAL
44:39.5,26.2,85.9,CRITICAL
44:39.8,26.2,85.9,CRITICAL
44:44.5,14.1,85.5,CRITICAL
44:44.7,14.1,85.5,CRITICAL
44:49.5,12.2,85.4,CRITICAL
44:49.7,12.2,85.4,CRITICAL
44:54.5,13.0,85.0,WARNING
44:54.8,13.0,85.0,WARNING
44:59.5,13.5,85.0,WARNING
44:59.7,13.5,85.0,WARNING
